system:index,B2_max,B2_max_1,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_max_1,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_max_1,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_max_1,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_max_1,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_max_1,B7_mean,B7_median,B7_min,B7_stdDev,Cultivo,GlobalId,NDVI_max,NDVI_max_1,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,SAVI_max,SAVI_max_1,SAVI_mean,SAVI_median,SAVI_min,SAVI_stdDev,.geo
00000000000000000dd7_0,669,499,424,475,170,169,898,480,659,663,418,162,1124,883,689,736,241,324,4768,3114,2893,2391,1654,1109,2757,1285,2061,2069,1472,447,2600,2082,1490,1688,518,693,M,512,9037,6071,5642,4752,2966,2410,13555,9106,8462,7127,4449,3615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56266931481596,-33.68614941801897]}"
00000000000000000dd8_0,667,496,440,485,171,173,913,489,672,678,424,173,1144,896,732,793,248,324,4853,3181,2795,2435,1672,1124,2738,1259,2093,2063,1479,461,2562,2045,1557,1720,517,678,M,512,9027,5993,5344,4075,3034,2335,13540,8989,8015,6112,4551,3502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56266931481596,-33.68587992343373]}"
00000000000000000dd9_0,689,517,427,482,172,169,896,472,667,667,424,159,1150,897,703,745,253,316,4795,3140,2943,2353,1655,1185,2771,1284,2093,2095,1487,409,2615,2095,1504,1700,520,666,M,512,8997,6145,5584,4641,2852,2422,13495,9217,8375,6961,4278,3633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.562938809401196,-33.68614941801897]}"
00000000000000000dda_0,663,488,440,474,175,173,937,513,669,665,424,176,1138,887,726,770,251,321,4780,3131,2774,2412,1649,1103,2714,1228,2079,2036,1486,454,2531,2005,1540,1694,526,665,M,512,9002,6010,5362,4214,2992,2315,13501,9013,8042,6321,4488,3472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,-33.6856104288485]}"
00000000000000000ddb_0,656,482,418,463,174,176,997,571,679,668,426,176,1236,986,697,704,250,334,4844,3188,3044,2582,1656,1213,2904,1423,2107,2043,1481,461,2478,1955,1472,1586,523,643,M,512,9018,5966,5740,5008,3052,2388,13526,8949,8609,7511,4577,3582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.562938809401196,-33.6856104288485]}"
00000000000000000ddc_0,669,499,424,475,170,169,898,480,659,663,418,162,1124,883,689,736,241,324,4768,3114,2893,2391,1654,1109,2757,1285,2061,2069,1472,447,2600,2082,1490,1688,518,693,M,512,9037,6071,5642,4752,2966,2410,13555,9106,8462,7127,4449,3615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,-33.68614941801897]}"
00000000000000000ddd_0,669,499,424,475,170,169,898,480,659,663,418,162,1124,883,689,736,241,324,4768,3114,2893,2391,1654,1109,2757,1285,2061,2069,1472,447,2600,2082,1490,1688,518,693,M,512,9037,6071,5642,4752,2966,2410,13555,9106,8462,7127,4449,3615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56266931481596,-33.68614941801897]}"
00000000000000000dde_0,667,496,440,485,171,173,913,489,672,678,424,173,1144,896,732,793,248,324,4853,3181,2795,2435,1672,1124,2738,1259,2093,2063,1479,461,2562,2045,1557,1720,517,678,M,512,9027,5993,5344,4075,3034,2335,13540,8989,8015,6112,4551,3502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,-33.68587992343373]}"
00000000000000000ddf_0,663,488,440,474,175,173,937,513,669,665,424,176,1138,887,726,770,251,321,4780,3131,2774,2412,1649,1103,2714,1228,2079,2036,1486,454,2531,2005,1540,1694,526,665,M,512,9002,6010,5362,4214,2992,2315,13501,9013,8042,6321,4488,3472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56266931481596,-33.6856104288485]}"
00000000000000000de0_0,667,496,440,485,171,173,913,489,672,678,424,173,1144,896,732,793,248,324,4853,3181,2795,2435,1672,1124,2738,1259,2093,2063,1479,461,2562,2045,1557,1720,517,678,M,512,9027,5993,5344,4075,3034,2335,13540,8989,8015,6112,4551,3502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,-33.68587992343373]}"
00000000000000000de1_0,673,503,421,476,170,171,920,493,671,667,427,163,1139,890,698,736,249,323,4836,3157,3007,2448,1679,1209,2726,1234,2091,2067,1492,419,2556,2032,1480,1647,524,654,M,512,9020,6043,5676,4761,2977,2406,13529,9064,8513,7140,4465,3610,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.562938809401196,-33.68587992343373]}"
00000000000000000de2_0,669,499,424,475,170,169,898,480,659,663,418,162,1124,883,689,736,241,324,4768,3114,2893,2391,1654,1109,2757,1285,2061,2069,1472,447,2600,2082,1490,1688,518,693,M,512,9037,6071,5642,4752,2966,2410,13555,9106,8462,7127,4449,3615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,-33.68614941801897]}"
00000000000000000de3_0,667,496,440,485,171,173,913,489,672,678,424,173,1144,896,732,793,248,324,4853,3181,2795,2435,1672,1124,2738,1259,2093,2063,1479,461,2562,2045,1557,1720,517,678,M,512,9027,5993,5344,4075,3034,2335,13540,8989,8015,6112,4551,3502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56266931481596,-33.68587992343373]}"
00000000000000000e32_0,695,525,408,266,170,231,933,581,616,509,352,227,1161,972,685,609,189,379,3998,2394,2524,1900,1604,955,3257,1921,2272,1957,1336,768,2551,2071,1506,1221,480,877,M,523,9044,6674,5259,4496,2370,2840,13564,10009,7887,6742,3555,4260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31796823142181,-33.60799598830057]}"
00000000000000000e33_0,690,520,404,266,170,228,927,583,613,494,344,230,1161,977,683,600,184,383,3989,2313,2545,1907,1676,943,3270,1959,2270,1947,1311,783,2548,2079,1501,1197,469,880,M,523,9064,6726,5317,4727,2338,2844,13595,10089,7975,7089,3506,4266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31796823142181,-33.608265482885805]}"
00000000000000000e34_0,695,525,408,266,170,231,933,581,616,509,352,227,1161,972,685,609,189,379,3998,2394,2524,1900,1604,955,3257,1921,2272,1957,1336,768,2551,2071,1506,1221,480,877,M,523,9044,6674,5259,4496,2370,2840,13564,10009,7887,6742,3555,4260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31823772600704,-33.60799598830057]}"
00000000000000000e35_0,695,525,408,266,170,231,933,581,616,509,352,227,1161,972,685,609,189,379,3998,2394,2524,1900,1604,955,3257,1921,2272,1957,1336,768,2551,2071,1506,1221,480,877,M,523,9044,6674,5259,4496,2370,2840,13564,10009,7887,6742,3555,4260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31796823142181,-33.60799598830057]}"
00000000000000000e36_0,690,520,404,266,170,228,927,583,613,494,344,230,1161,977,683,600,184,383,3989,2313,2545,1907,1676,943,3270,1959,2270,1947,1311,783,2548,2079,1501,1197,469,880,M,523,9064,6726,5317,4727,2338,2844,13595,10089,7975,7089,3506,4266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31823772600704,-33.608265482885805]}"
00000000000000000e37_0,699,530,409,271,169,229,929,577,617,516,352,227,1160,970,692,616,190,378,3975,2409,2504,1893,1566,954,3240,1890,2267,1950,1350,759,2540,2055,1509,1237,485,869,M,523,9041,6702,5196,4353,2339,2836,13559,10052,7793,6529,3507,4254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31769873683657,-33.60799598830057]}"
00000000000000000e38_0,682,513,404,264,169,222,916,551,608,497,365,217,1149,951,672,591,198,373,3984,2305,2543,1884,1679,963,3263,1896,2270,1923,1367,772,2546,2047,1500,1184,499,876,M,523,9013,6601,5338,4792,2412,2833,13519,9901,8006,7187,3618,4249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.318507220592274,-33.60799598830057]}"
00000000000000000e39_0,693,518,407,269,175,225,921,560,616,507,361,224,1156,963,687,615,193,376,4012,2363,2547,1896,1649,973,3270,1896,2293,1975,1374,767,2542,2043,1512,1219,499,870,M,523,9049,6707,5266,4567,2342,2835,13572,10059,7898,6849,3513,4253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31796823142181,-33.608534977471045]}"
00000000000000000e3a_0,696,527,405,266,169,229,928,575,617,501,353,228,1158,966,685,605,192,382,4007,2351,2562,1909,1656,968,3255,1905,2268,1947,1350,770,2540,2051,1500,1185,489,879,M,523,9050,6700,5308,4648,2350,2850,13574,10049,7961,6971,3525,4275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31769873683657,-33.608534977471045]}"
00000000000000000e3b_0,678,511,404,268,167,221,910,539,609,506,371,213,1136,931,674,601,205,364,3968,2340,2526,1869,1628,980,3227,1808,2269,1954,1419,745,2543,2021,1507,1210,522,867,M,523,8999,6571,5287,4607,2428,2809,13497,9855,7930,6909,3642,4213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.318507220592274,-33.60772649371533]}"
00000000000000000e3c_0,687,518,410,277,169,225,927,559,622,528,368,222,1156,953,699,637,203,369,3967,2441,2513,1889,1526,993,3219,1782,2283,1977,1437,730,2539,2013,1525,1270,526,854,M,523,9025,6665,5136,4110,2360,2812,13536,9996,7703,6163,3540,4217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31769873683657,-33.60772649371533]}"
00000000000000000e3d_0,690,519,413,279,171,223,931,563,624,529,368,222,1157,952,700,639,205,371,4009,2422,2535,1890,1587,989,3262,1885,2301,2013,1377,756,2555,2051,1532,1273,504,869,M,523,9008,6651,5166,4258,2357,2818,13511,9976,7748,6386,3535,4227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.318507220592274,-33.608534977471045]}"
00000000000000000e3e_0,690,522,411,276,168,224,924,549,621,526,375,218,1153,947,690,624,206,367,3974,2402,2522,1890,1572,985,3227,1800,2286,1994,1427,735,2535,2010,1523,1267,525,858,M,523,9003,6604,5198,4316,2399,2803,13503,9905,7796,6473,3598,4205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31796823142181,-33.60772649371533]}"
00000000000000000e59_0,591,451,363,264,140,177,854,545,583,486,309,221,1022,829,664,617,193,340,3443,2151,2309,2120,1292,718,2937,1775,2066,1869,1162,668,2180,1760,1365,1237,420,694,M,529,8881,6341,5260,3965,2540,2428,13320,9511,7889,5947,3809,3642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31015288844996,-33.60691800995963]}"
00000000000000000e5a_0,591,451,363,264,140,177,854,545,583,486,309,221,1022,829,664,617,193,340,3443,2151,2309,2120,1292,718,2937,1775,2066,1869,1162,668,2180,1760,1365,1237,420,694,M,529,8881,6341,5260,3965,2540,2428,13320,9511,7889,5947,3809,3642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.30988339386473,-33.60691800995963]}"
00000000000000000e5b_0,581,431,362,264,150,174,883,567,594,483,316,231,1033,840,667,610,193,346,3603,2285,2397,2178,1318,761,2957,1767,2080,1845,1190,678,2200,1772,1353,1229,428,688,M,529,8953,6372,5357,4019,2581,2404,13428,9557,8035,6027,3871,3606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31015288844996,-33.60718750454486]}"
00000000000000000e5c_0,598,467,362,260,131,183,860,549,585,482,311,228,1036,842,662,588,194,349,3582,2277,2343,2157,1305,748,2961,1805,2076,1863,1156,680,2185,1764,1365,1222,421,699,M,529,8967,6407,5310,3890,2560,2446,13449,9610,7964,5833,3839,3669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31015288844996,-33.60664851537439]}"
00000000000000000e5d_0,581,449,363,264,132,182,888,581,591,478,307,233,1066,879,670,594,187,358,3588,2259,2383,2167,1329,761,3019,1834,2087,1837,1185,694,2180,1759,1358,1223,421,706,M,529,8959,6372,5333,3974,2587,2447,13436,9556,7998,5960,3880,3670,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.30961389927949,-33.60718750454486]}"
00000000000000000e5e_0,576,403,359,268,173,160,863,541,587,481,322,219,1035,833,653,594,202,328,3635,2280,2429,2228,1355,771,2888,1676,2080,1849,1212,644,2235,1789,1345,1220,446,672,M,529,8897,6269,5463,4189,2628,2331,13345,9404,8193,6283,3941,3497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.3104223830352,-33.60718750454486]}"
00000000000000000e5f_0,574,419,357,257,155,169,883,570,588,472,313,231,1039,841,655,582,198,341,3722,2320,2459,2259,1402,774,2951,1761,2071,1834,1190,674,2208,1777,1330,1198,431,687,M,529,8980,6365,5505,4133,2615,2355,13468,9546,8257,6198,3922,3532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31015288844996,-33.6074569991301]}"
00000000000000000e60_0,576,444,353,252,132,179,888,586,586,465,302,239,1038,852,653,565,186,352,3627,2177,2459,2314,1450,745,2983,1797,2064,1826,1186,692,2179,1752,1326,1180,427,695,M,529,8974,6382,5552,4392,2592,2380,13460,9572,8326,6586,3888,3570,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.30961389927949,-33.6074569991301]}"
00000000000000000e61_0,601,464,363,249,137,192,891,588,586,462,303,245,1062,881,663,558,181,365,3584,2222,2418,2293,1362,759,3020,1825,2078,1820,1195,714,2209,1777,1351,1185,432,716,M,529,9038,6487,5430,4187,2551,2464,13555,9729,8145,6279,3826,3695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.3104223830352,-33.60664851537439]}"
00000000000000000e62_0,581,431,362,264,150,174,883,567,594,483,316,231,1033,840,667,610,193,346,3603,2285,2397,2178,1318,761,2957,1767,2080,1845,1190,678,2200,1772,1353,1229,428,688,M,529,8953,6372,5357,4019,2581,2404,13428,9557,8035,6027,3871,3606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.30988339386473,-33.60718750454486]}"
00000000000000000e63_0,591,463,361,260,128,176,839,522,587,491,317,217,1032,843,656,595,189,335,3203,1870,2284,2160,1333,628,2913,1787,2065,1876,1126,664,2184,1780,1361,1204,404,680,M,529,8852,6290,5349,4065,2562,2326,13276,9434,8023,6097,3842,3489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.30961389927949,-33.60664851537439]}"
00000000000000000e64_0,581,431,362,264,150,174,883,567,594,483,316,231,1033,840,667,610,193,346,3603,2285,2397,2178,1318,761,2957,1767,2080,1845,1190,678,2200,1772,1353,1229,428,688,M,529,8953,6372,5357,4019,2581,2404,13428,9557,8035,6027,3871,3606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.31015288844996,-33.60718750454486]}"
00000000000000000e65_0,580,387,360,254,193,151,830,469,600,487,361,195,1047,830,647,547,217,319,3519,1823,2512,2332,1696,688,2887,1576,2105,1726,1311,633,2291,1803,1362,1089,488,682,M,529,8838,6082,5684,5122,2756,2206,13255,9121,8526,7682,4134,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.3104223830352,-33.6074569991301]}"
00000000000000000e66_0,698,516,447,398,182,202,1009,515,736,631,494,217,1342,1043,870,825,299,401,4419,2716,2550,2213,1703,901,3471,1833,2603,2535,1638,702,2469,1840,1686,1768,629,709,M,532,8732,6371,4613,3728,2361,2432,13097,9556,6919,5591,3541,3648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33252093902454,-33.61904526629524]}"
00000000000000000e67_0,700,517,449,398,183,203,1008,498,746,643,510,207,1337,1029,875,832,308,395,4478,2734,2578,2216,1744,907,3485,1835,2615,2545,1650,704,2466,1832,1686,1753,634,709,M,532,8712,6337,4636,3816,2375,2395,13068,9505,6954,5723,3563,3592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33279043360978,-33.61904526629524]}"
00000000000000000e68_0,686,501,431,365,185,201,1016,543,730,624,473,224,1348,1055,839,747,293,405,4422,2508,2630,2209,1914,854,3449,1816,2520,2359,1633,702,2455,1834,1608,1578,621,703,M,532,8757,6368,4938,4503,2389,2351,13134,9550,7407,6753,3584,3526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33305992819501,-33.61958425546571]}"
00000000000000000e69_0,713,525,447,382,188,210,1027,552,736,624,475,231,1351,1055,864,788,296,413,4395,2647,2556,2201,1748,889,3463,1832,2571,2471,1631,711,2479,1856,1672,1718,623,719,M,532,8738,6418,4682,3984,2320,2439,13105,9625,7022,5975,3480,3658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33279043360978,-33.61931476088048]}"
00000000000000000e6a_0,682,496,442,395,186,196,1002,504,734,631,498,212,1331,1030,863,813,301,397,4410,2656,2563,2206,1754,890,3458,1825,2587,2512,1633,694,2458,1827,1675,1751,631,703,M,532,8722,6379,4676,3878,2343,2412,13081,9567,7014,5815,3514,3617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33252093902454,-33.618775771710006]}"
00000000000000000e6b_0,673,491,441,399,182,194,979,494,724,637,485,199,1284,995,849,824,289,379,4479,2747,2522,2094,1732,946,3396,1770,2566,2521,1626,676,2419,1800,1663,1746,619,698,M,532,8787,6445,4597,3755,2342,2478,13180,9667,6895,5631,3513,3717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33225144443931,-33.61931476088048]}"
00000000000000000e6c_0,696,507,440,379,189,202,1027,533,745,635,494,221,1369,1067,861,776,302,409,4440,2577,2624,2242,1863,859,3497,1852,2567,2421,1645,712,2492,1865,1645,1640,627,714,M,532,8726,6383,4833,4289,2343,2344,13088,9574,7248,6433,3514,3517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33305992819501,-33.61931476088048]}"
00000000000000000e6d_0,699,515,450,393,184,207,1023,555,738,633,468,228,1344,1058,869,813,286,408,4489,2724,2567,2175,1765,923,3459,1849,2584,2501,1610,714,2484,1875,1676,1719,609,724,M,532,8802,6478,4636,3907,2324,2477,13201,9716,6953,5860,3485,3715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33252093902454,-33.61958425546571]}"
00000000000000000e6e_0,699,515,450,393,184,207,1023,555,738,633,468,228,1344,1058,869,813,286,408,4489,2724,2567,2175,1765,923,3459,1849,2584,2501,1610,714,2484,1875,1676,1719,609,724,M,532,8802,6478,4636,3907,2324,2477,13201,9716,6953,5860,3485,3715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33225144443931,-33.61958425546571]}"
00000000000000000e6f_0,665,476,430,385,189,189,1005,529,720,619,476,221,1325,1028,842,791,297,401,4395,2688,2567,2203,1707,898,3445,1801,2560,2489,1644,691,2442,1808,1652,1741,634,698,M,532,8734,6307,4777,3934,2427,2410,13099,9458,7164,5899,3641,3615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33305992819501,-33.618775771710006]}"
00000000000000000e70_0,684,501,440,388,183,199,1010,528,735,631,482,217,1333,1039,862,809,294,400,4420,2688,2576,2217,1732,895,3479,1850,2587,2492,1629,706,2455,1833,1665,1723,622,705,M,532,8752,6330,4699,3898,2422,2409,13127,9494,7048,5847,3633,3614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33225144443931,-33.618775771710006]}"
00000000000000000e71_0,692,508,445,394,184,202,1011,541,727,629,470,220,1313,1021,858,816,292,396,4413,2723,2524,2172,1690,919,3449,1819,2579,2509,1630,694,2447,1828,1674,1768,619,707,M,532,8758,6469,4606,3737,2289,2465,13136,9703,6909,5605,3433,3697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33252093902454,-33.61931476088048]}"
00000000000000000e72_0,692,508,445,394,184,202,1011,541,727,629,470,220,1313,1021,858,816,292,396,4413,2723,2524,2172,1690,919,3449,1819,2579,2509,1630,694,2447,1828,1674,1768,619,707,M,532,8758,6469,4606,3737,2289,2465,13136,9703,6909,5605,3433,3697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.33252093902454,-33.61931476088048]}"
00000000000000000e9a_0,723,537,521,618,186,185,1043,567,767,792,476,194,1368,998,950,1019,370,323,3361,1721,2281,1979,1640,645,3347,1883,2463,2430,1464,575,2537,1921,1894,2152,616,655,M,541,8016,5572,3968,3156,2444,1945,12023,8357,5951,4733,3666,2917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81060433323295,-33.88126349772973]}"
00000000000000000e9b_0,1096,910,593,630,186,240,1406,933,847,786,473,280,1647,1288,1045,1036,359,393,3387,1755,2349,1981,1632,669,3427,1962,2600,2548,1465,637,3021,2419,2067,2352,602,730,M,541,8083,5641,3767,3046,2442,1834,12123,8460,5650,4568,3663,2751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81060433323295,-33.881532992314966]}"
00000000000000000e9c_0,920,729,598,682,191,224,1310,818,865,849,492,267,1613,1244,1082,1104,369,403,3392,1796,2375,2029,1596,680,3474,1988,2633,2568,1486,644,3083,2469,2113,2401,614,743,M,541,8036,5697,3664,3029,2339,1871,12053,8545,5496,4543,3508,2807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81006534406248,-33.880994003144494]}"
00000000000000000e9d_0,978,787,601,656,191,233,1339,846,863,819,493,279,1620,1253,1072,1065,367,413,3422,1856,2351,1972,1566,704,3533,2054,2620,2549,1479,657,3060,2445,2107,2438,615,740,M,541,8062,5671,3651,2909,2391,1873,12092,8506,5476,4363,3586,2809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81006534406248,-33.88126349772973]}"
00000000000000000e9e_0,897,709,576,656,188,212,1276,791,843,823,485,251,1565,1189,1047,1072,376,374,3420,1780,2385,2014,1640,670,3443,1966,2630,2608,1477,638,3038,2418,2086,2332,620,734,M,541,8018,5567,3810,3211,2451,1823,12026,8350,5714,4816,3676,2734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81060433323295,-33.880994003144494]}"
00000000000000000e9f_0,920,729,598,682,191,224,1310,818,865,849,492,267,1613,1244,1082,1104,369,403,3392,1796,2375,2029,1596,680,3474,1988,2633,2568,1486,644,3083,2469,2113,2401,614,743,M,541,8036,5697,3664,3029,2339,1871,12053,8545,5496,4543,3508,2807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81006534406248,-33.880994003144494]}"
00000000000000000ea0_0,723,537,521,618,186,185,1043,567,767,792,476,194,1368,998,950,1019,370,323,3361,1721,2281,1979,1640,645,3347,1883,2463,2430,1464,575,2537,1921,1894,2152,616,655,M,541,8016,5572,3968,3156,2444,1945,12023,8357,5951,4733,3666,2917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81060433323295,-33.88126349772973]}"
00000000000000000ea1_0,894,705,582,656,189,214,1294,815,852,846,479,256,1600,1231,1064,1118,369,382,3389,1745,2411,2050,1644,663,3442,1966,2643,2619,1476,641,3079,2467,2100,2328,612,744,M,541,8036,5680,3797,3233,2356,1851,12052,8518,5695,4849,3534,2776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81033483864771,-33.880994003144494]}"
00000000000000000ea2_0,978,787,601,656,191,233,1339,846,863,819,493,279,1620,1253,1072,1065,367,413,3422,1856,2351,1972,1566,704,3533,2054,2620,2549,1479,657,3060,2445,2107,2438,615,740,M,541,8062,5671,3651,2909,2391,1873,12092,8506,5476,4363,3586,2809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81006534406248,-33.88126349772973]}"
00000000000000000ea3_0,897,709,576,656,188,212,1276,791,843,823,485,251,1565,1189,1047,1072,376,374,3420,1780,2385,2014,1640,670,3443,1966,2630,2608,1477,638,3038,2418,2086,2332,620,734,M,541,8018,5567,3810,3211,2451,1823,12026,8350,5714,4816,3676,2734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81060433323295,-33.880994003144494]}"
00000000000000000ea4_0,1028,841,596,640,187,236,1342,860,846,780,482,270,1606,1241,1047,1022,365,396,3435,1860,2344,1980,1575,696,3469,2004,2607,2544,1465,649,3057,2455,2088,2411,602,741,M,541,8078,5617,3733,3077,2461,1846,12116,8425,5599,4615,3691,2769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81033483864771,-33.881532992314966]}"
00000000000000000ea5_0,940,752,598,637,188,228,1316,831,849,775,485,279,1635,1281,1046,1007,354,415,3512,1981,2320,1910,1531,729,3547,2084,2597,2523,1463,666,3058,2458,2097,2429,600,750,M,541,8168,5697,3682,2732,2471,1886,12251,8546,5523,4098,3705,2829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81006534406248,-33.881532992314966]}"
00000000000000000ea6_0,1077,889,599,652,188,240,1391,908,862,836,483,273,1663,1297,1067,1101,366,391,3396,1758,2412,2060,1638,668,3428,1951,2623,2575,1477,637,3052,2435,2088,2334,617,735,M,541,8051,5651,3792,3108,2400,1854,12075,8476,5687,4662,3599,2780,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81033483864771,-33.88126349772973]}"
00000000000000000eb4_0,736,556,534,624,180,198,1106,665,757,773,441,214,1546,1255,953,992,291,376,3409,1878,2140,1827,1531,649,3408,1980,2495,2514,1428,604,2529,1945,1955,2282,584,698,M,543,8426,6021,3686,2505,2405,2159,12638,9030,5528,3757,3608,3238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81410776284102,-33.88611440026398]}"
00000000000000000eb5_0,701,527,526,608,174,188,1066,609,768,777,457,197,1491,1190,959,1000,301,359,3377,1832,2200,1971,1545,619,3419,1981,2462,2446,1438,595,2532,1949,1927,2194,583,670,M,543,8363,5966,3785,2703,2397,2114,12543,8948,5677,4055,3595,3171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81329927908531,-33.885305916508266]}"
00000000000000000eb6_0,696,507,516,602,189,176,1009,493,762,764,516,168,1404,1040,955,993,364,321,3238,1687,2143,1925,1551,574,3261,1769,2429,2420,1492,540,2530,1907,1919,2178,623,644,M,543,7977,5600,3700,2736,2377,1971,11965,8400,5549,4104,3565,2957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81410776284102,-33.885305916508266]}"
00000000000000000eb7_0,691,504,524,611,187,185,1063,585,756,757,478,192,1497,1173,948,974,324,354,3397,1882,2132,1869,1515,646,3350,1908,2438,2395,1442,577,2544,1957,1928,2215,587,676,M,543,8258,5940,3673,2570,2318,2117,12386,8910,5508,3854,3476,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81383826825578,-33.88611440026398]}"
00000000000000000eb8_0,717,540,542,640,177,196,1065,613,775,805,452,199,1512,1216,981,1040,296,366,3492,1881,2196,1911,1611,643,3401,1955,2511,2474,1446,591,2572,1989,1971,2276,583,693,M,543,8437,6114,3661,2540,2323,2165,12654,9170,5491,3809,3484,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81329927908531,-33.88584490567874]}"
00000000000000000eb9_0,702,521,520,605,181,181,1004,515,762,776,489,176,1409,1070,958,1014,339,331,3364,1791,2168,1932,1573,608,3312,1842,2447,2427,1470,558,2539,1936,1924,2199,603,658,M,543,8169,5855,3711,2695,2314,2060,12251,8781,5566,4042,3470,3090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81383826825578,-33.885305916508266]}"
00000000000000000eba_0,690,500,519,595,190,178,1037,527,756,751,510,174,1469,1124,946,965,345,338,3297,1795,2114,1869,1502,616,3319,1842,2442,2419,1477,556,2560,1950,1934,2206,610,659,M,543,8105,5766,3657,2620,2339,2041,12156,8648,5485,3930,3508,3061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81383826825578,-33.88584490567874]}"
